datetime,open,high,low,close
2025-09-27 00:00:00,3772.08,3790.0,3772.08,3785.54
2025-09-27 00:30:00,3785.54,3790.03,3780.45,3788.54
2025-09-27 01:00:00,3788.54,3793.12,3783.23,3787.07
2025-09-27 01:30:00,3787.07,3788.35,3783.93,3788.0
2025-09-27 02:00:00,3788.01,3788.14,3777.94,3779.49
2025-09-27 02:30:00,3779.61,3784.51,3779.49,3780.12
2025-09-27 03:00:00,3780.13,3786.96,3780.13,3786.53
2025-09-27 03:30:00,3786.53,3790.55,3786.51,3789.8
2025-09-27 04:00:00,3789.8,3799.0,3784.34,3786.43
2025-09-27 04:30:00,3786.44,3788.13,3785.0,3785.84
2025-09-27 05:00:00,3785.84,3785.84,3782.16,3782.42
2025-09-27 05:30:00,3782.42,3782.43,3775.11,3775.91
2025-09-27 06:00:00,3776.21,3779.24,3775.11,3775.63
2025-09-27 06:30:00,3775.63,3776.38,3771.5,3771.5
2025-09-27 07:00:00,3771.51,3774.85,3771.5,3774.5
2025-09-27 07:30:00,3774.5,3777.19,3774.21,3776.31
2025-09-27 08:00:00,3776.31,3777.77,3775.58,3777.77
2025-09-27 08:30:00,3777.78,3780.14,3777.11,3780.14
2025-09-27 09:00:00,3780.13,3780.13,3774.31,3774.67
2025-09-27 09:30:00,3774.66,3778.33,3764.5,3772.99
2025-09-27 10:00:00,3773.0,3773.0,3768.56,3771.9
2025-09-27 10:30:00,3771.89,3773.7,3769.25,3773.6
2025-09-27 11:00:00,3773.6,3775.39,3772.31,3774.37
2025-09-27 11:30:00,3774.36,3776.82,3773.41,3775.46
2025-09-27 12:00:00,3775.4,3777.27,3775.39,3776.45
2025-09-27 12:30:00,3776.45,3776.8,3776.27,3776.34
2025-09-27 13:00:00,3776.34,3777.42,3775.45,3775.45
2025-09-27 13:30:00,3775.45,3777.43,3774.33,3776.27
2025-09-27 14:00:00,3776.27,3779.22,3775.88,3775.88
2025-09-27 14:30:00,3775.88,3775.89,3772.32,3773.51
2025-09-27 15:00:00,3773.52,3773.56,3772.71,3773.04
2025-09-27 15:30:00,3773.04,3773.6,3770.81,3772.5
2025-09-27 16:00:00,3772.51,3772.55,3771.84,3772.16
2025-09-27 16:30:00,3772.15,3774.61,3772.14,3774.6
2025-09-27 17:00:00,3774.61,3774.74,3773.13,3773.74
2025-09-27 17:30:00,3773.74,3773.99,3772.56,3773.99
2025-09-27 18:00:00,3773.99,3778.44,3773.99,3778.44
2025-09-27 18:30:00,3778.44,3780.24,3777.77,3778.58
2025-09-27 19:00:00,3778.57,3778.58,3776.05,3776.05
2025-09-27 19:30:00,3776.05,3776.27,3773.37,3773.38
2025-09-27 20:00:00,3773.38,3777.29,3773.21,3777.29
2025-09-27 20:30:00,3777.29,3779.03,3773.7,3778.14
2025-09-27 21:00:00,3778.13,3780.21,3775.44,3775.57
2025-09-27 21:30:00,3775.56,3776.15,3774.32,3775.97
2025-09-27 22:00:00,3775.96,3775.96,3774.97,3775.57
2025-09-27 22:30:00,3775.57,3783.79,3773.56,3783.71
2025-09-27 23:00:00,3783.72,3783.72,3777.54,3781.72
2025-09-27 23:30:00,3781.86,3784.69,3781.32,3783.35
2025-09-29 07:30:00,3770.0,3770.0,3769.8,3769.8
2025-09-29 08:00:00,3769.8,3779.0,3768.57,3776.54
2025-09-29 08:30:00,3776.53,3778.36,3770.0,3776.36
2025-09-29 09:00:00,3776.37,3777.41,3773.8,3776.39
2025-09-29 09:30:00,3776.39,3779.0,3775.98,3775.98
2025-09-29 10:00:00,3775.99,3785.53,3773.21,3785.53
2025-09-29 10:30:00,3785.53,3795.07,3784.98,3794.42
2025-09-29 11:00:00,3794.43,3795.84,3776.11,3782.25
2025-09-29 11:30:00,3782.25,3786.25,3779.41,3786.01
2025-09-29 12:00:00,3785.92,3803.28,3784.34,3800.54
2025-09-29 12:30:00,3800.54,3802.83,3796.98,3801.28
2025-09-29 13:00:00,3801.28,3805.29,3800.7,3801.14
2025-09-29 13:30:00,3801.15,3809.74,3801.15,3804.66
2025-09-29 14:00:00,3804.66,3805.87,3800.9,3805.86
2025-09-29 14:30:00,3805.87,3815.06,3805.41,3812.9
2025-09-29 15:00:00,3812.85,3817.87,3811.67,3814.26
2025-09-29 15:30:00,3814.26,3824.4,3813.0,3824.4
2025-09-29 16:00:00,3824.44,3829.49,3822.78,3823.17
2025-09-29 16:30:00,3823.18,3833.0,3821.41,3828.63
2025-09-29 17:00:00,3828.69,3829.99,3822.99,3825.8
2025-09-29 17:30:00,3825.81,3828.42,3812.02,3816.47
2025-09-29 18:00:00,3816.7,3825.87,3816.7,3820.71
2025-09-29 18:30:00,3820.71,3828.93,3820.71,3828.01
2025-09-29 19:00:00,3828.0,3828.24,3825.3,3825.77
2025-09-29 19:30:00,3825.77,3826.63,3820.0,3820.62
2025-09-29 20:00:00,3820.63,3826.85,3819.44,3825.12
2025-09-29 20:30:00,3825.03,3828.61,3823.9,3827.12
2025-09-29 21:00:00,3827.13,3835.91,3825.36,3834.61
2025-09-29 21:30:00,3834.62,3844.34,3834.61,3841.66
2025-09-29 22:00:00,3841.66,3842.19,3828.01,3828.52
2025-09-29 22:30:00,3828.52,3829.17,3819.48,3824.92
2025-09-29 23:00:00,3824.93,3834.64,3822.39,3832.51
2025-09-29 23:30:00,3832.51,3840.0,3830.45,3834.05
2025-09-30 00:00:00,3834.04,3840.93,3828.09,3836.94
2025-09-30 00:30:00,3836.86,3838.42,3833.12,3836.91
2025-09-30 01:00:00,3836.91,3840.67,3830.65,3837.03
2025-09-30 01:30:00,3837.04,3840.87,3830.91,3838.56
2025-09-30 02:00:00,3838.55,3841.89,3837.51,3840.45
2025-09-30 02:30:00,3840.45,3840.45,3835.56,3838.46
2025-09-30 03:00:00,3838.46,3841.91,3835.96,3837.55
2025-09-30 03:30:00,3837.18,3841.98,3836.44,3840.84
2025-09-30 04:00:00,3840.84,3844.78,3837.52,3843.92
2025-09-30 04:30:00,3843.91,3844.28,3838.27,3838.27
2025-09-30 05:00:00,3838.27,3841.49,3835.99,3838.4
2025-09-30 05:30:00,3838.4,3843.42,3836.64,3840.33
2025-09-30 06:00:00,3840.33,3842.26,3837.76,3839.06
2025-09-30 06:30:00,3839.05,3844.84,3832.9,3842.19
2025-09-30 07:00:00,3842.19,3859.48,3842.18,3852.66
